output1,output2,output3
d_lock/d_0,surfaceShellWidth [nm],time [s]
0.307262569832331,62303.827000991,3.62699999999971
particle size,particle number concentration in droplet core,particle number concentration in droplet surface shell 
[m³],[#/m³],[#/m³]
1.13097335529233e-28,0,0
1.13097335529233e-28,0,0
1.80939758410655e-28,0,0
2.894780502167e-28,0,-1.05546138844435e-313
4.63123982773747e-28,0,1.05546145168476e-313
7.40932942099265e-28,0,3.1663845171078e-313
1.18538802806088e-27,7.23217675573737e-312,1.94218646576208e-308
1.89645337280983e-27,9.5385980100652e-264,4.01370008710348e-260
3.03405746481612e-27,4.70392919870205e-223,8.75256802192294e-220
4.85406329087193e-27,3.97104733568979e-188,2.90526856931097e-185
7.76581548142113e-27,3.16156253765616e-158,9.64993906268892e-156
1.24242076128033e-26,1.12810359468166e-132,1.60523829747338e-130
1.98769768835393e-26,7.13663533128725e-111,5.3009158074653e-109
3.18003547865385e-26,2.63832028842636e-92,1.13234243268374e-90
5.08760748918098e-26,1.6170028738436e-76,4.37757339851495e-75
8.13945320349928e-26,4.22740509683335e-63,7.77628974475462e-62
1.30219751804438e-25,1.12791055106225e-51,1.50075128910015e-50
2.08333205389267e-25,6.44623882908612e-42,6.53714563439127e-41
3.33303695225498e-25,1.4115077909872e-33,1.13956964207641e-32
5.33238823083433e-25,1.90589273012121e-26,1.27019948724991e-25
8.53106780742502e-25,2.37672350375806e-20,1.34753112894276e-19
1.36485032192595e-24,3.86384593296322e-15,1.91077780365578e-14
2.18356768849036e-24,1.0998224097736e-10,4.84318022591666e-10
3.49339980628135e-24,7.05593589362758e-07,2.81461926558252e-06
5.58894614114933e-24,0.00126642402173854,0.00464136523060384
8.94152421732638e-24,0.765086418812328,2.60636876410479
1.43051754856583e-23,182.2473616422,582.617662272885
2.28862597362253e-23,19598.3157584409,59250.7322731343
3.66147821981691e-23,1068279.19076109,3073226.21273424
5.85784785662176e-23,32591895.2601972,89649958.1302343
9.37172897154197e-23,605827925.528543,1599184274.28711
1.49934423129061e-22,7378548669.99976,18738800061.0293
2.39873894212133e-22,62665523625.3564,153358657385.428
3.83764341261142e-22,391496884255.124,923860763067.606
6.13968727640513e-22,1883637834621.95,4285341437499.51
9.82263222481112e-22,7260621361994.96,15907988931303.6
1.57148238143475e-21,23196494696454.8,48853815055392.3
2.51414979064568e-21,63253041481642.5,127706544329869
4.02228446496024e-21,150982882380081,291193742189662
6.43508687400263e-21,322356556317944,591358026278272
1.02952298467956e-20,626761907874066,1.08830928721895e+15
1.64709132407445e-20,1.12534644611098e+15,1.8401117874718e+15
2.63511341680799e-20,1.88300384433945e+15,2.88598570419126e+15
4.21580917703118e-20,2.94483987591713e+15,4.2180434708828e+15
6.74469907206858e-20,4.28148412560546e+15,5.73590083958342e+15
1.07905656215678e-19,5.69266665367461e+15,7.18922626350841e+15
1.72633804991466e-19,6.71003542012812e+15,8.15163136751394e+15
2.76189698214369e-19,6.67173638055936e+15,8.13320123715673e+15
4.41864496953624e-19,5.2104243938724e+15,6.9235429379389e+15
7.06920768335599e-19,2.91300112833686e+15,4.95021387791147e+15
1.13097335529232e-18,1.04669044102001e+15,3.07005574757176e+15
1.80939758410654e-18,216900262768473,1.81109147068907e+15
2.89478050216699e-18,23848139735536.4,1.10488308867322e+15
4.63123982773746e-18,1413754118064.5,705609483418593
7.40932942099263e-18,100278892324.908,463315326086111
1.18538802806088e-17,41819761363.7497,309093327494448
1.89645337280982e-17,27763557159.6011,208311390485128
3.03405746481612e-17,18840221994.8597,141391188556447
4.85406329087192e-17,12856355267.3482,96484293145223.7
7.76581548142111e-17,8810694991.48542,66122609318303.5
1.24242076128033e-16,6059480931.42718,45475341370778.3
1.98769768835393e-16,4178974121.12996,31362504970881
3.18003547865384e-16,2886822449.38686,21665140893799.8
5.08760748918097e-16,1993633594.25912,14961911746387.3
8.13945320349926e-16,1372658905.23635,10301598804741.9
1.30219751804438e-15,940130070.680091,7055538400819.76
2.08333205389266e-15,641258129.81492,4812549911665.15
3.33303695225497e-15,439277449.132837,3296714113302.69
5.33238823083432e-15,307310511.240924,2306320312293.08
8.531067807425e-15,223861008.210907,1680042734952.48
1.36485032192594e-14,171653853.577515,1288234863954.28
2.18356768849036e-14,137900975.355772,1034924205844.58
3.49339980628134e-14,114109538.004318,856373207317.162
5.58894614114931e-14,95070187.0339063,713486329401.707
8.94152421732636e-14,77720564.8538769,583280926214.96
1.43051754856583e-13,60481856.2790395,453908055200.972
2.28862597362253e-13,43140690.1214563,323766105822.736
3.66147821981691e-13,26887622.5486165,201789668003.825
5.85784785662174e-13,13809898.2467576,103643025458.53
9.37172897154195e-13,5468023.87378642,41037793789.1476
1.49934423129061e-12,1560168.9811775,11709277218.1586
2.39873894212133e-12,303426.03093774,2277281432.85532
3.83764341261142e-12,39082.4436157636,293326373.567192
6.13968727640512e-12,3357.41045275808,25198750.8966558
9.8226322248111e-12,199.084294777403,1494225.57064124
1.57148238143475e-11,8.47576560947891,63615.3886741476
2.51414979064568e-11,0.266874720034038,2003.06214175992
4.02228446496023e-11,0.00634156183527011,47.5977815647578
6.43508687400262e-11,0.000115456160325568,0.866584445670831
1.02952298467956e-10,1.63059607982433e-06,0.0122389260173414
1.64709132407444e-10,1.80520303388871e-08,0.000135495842096548
2.63511341680799e-10,1.58063245943872e-10,1.1864069714233e-06
4.21580917703117e-10,1.1030169349672e-12,8.27918816778086e-09
6.74469907206856e-10,6.17499639722933e-15,4.63494915330069e-11
1.07905656215678e-09,2.78906895787016e-17,2.09348636248058e-13
1.72633804991466e-09,1.02136822488331e-19,7.66647601594843e-16
2.76189698214368e-09,3.04548240708787e-22,2.28597793047592e-18
4.41864496953623e-09,7.42147109039111e-25,5.5706822906826e-21
7.06920768335598e-09,0,0
1.13097335529232e-08,0,0
